conv_id,turn,speaker,message,message_clean,intent,topic_name,slang_level,final_satisfaction,source
181,4,agent,Dạ bạn Minh chắc chắn sẽ rất vui khi nhận được lời khen ạ. Cảm ơn anh/chị ạ!,,resolve,Đánh giá chất lượng giao hàng,light,satisfied,txt_part2
182,1,customer,"shop ơi làm sao biết sp mua là hàng chính hãng, có check dc k",,inquiry,Kiểm tra hàng chính hãng,medium,satisfied,txt_part2
182,2,agent,Dạ tất cả sản phẩm chính hãng có mã QR hoặc mã barcode trên bao bì ạ. Anh/chị quét mã bằng app chính hãng hoặc gửi em mã sản phẩm để em tra cứu ạ.,,resolve,Kiểm tra hàng chính hãng,medium,satisfied,txt_part2
182,3,customer,mã 1234567890123 đây shop,,provide_info,Kiểm tra hàng chính hãng,medium,satisfied,txt_part2
182,4,agent,"Dạ em tra cứu rồi ạ. Mã sản phẩm hợp lệ, đúng hàng chính hãng nhập khẩu từ Hàn Quốc, ngày sản xuất tháng 3/2024 ạ.",,resolve,Kiểm tra hàng chính hãng,medium,satisfied,txt_part2
182,5,customer,"ok yên tâm r, tks shop check giúm",,positive_feedback,Kiểm tra hàng chính hãng,medium,satisfied,txt_part2
183,1,customer,Bạn cho mình hỏi phí ship tính theo khoảng cách hay trọng lượng?,,inquiry,Hỏi về phí ship,light,satisfied,txt_part2
183,2,agent,"Dạ phí ship tính theo cả hai ạ. Trong nội thành phí cố định 25k/đơn, liên tỉnh tính theo trọng lượng (từ 30-60k tùy vùng) ạ. Đơn từ 299k trở lên được freeship nội thành ạ.",,resolve,Hỏi về phí ship,light,satisfied,txt_part2
183,3,customer,Vậy mình ở Hà Nội đặt hàng từ kho HCM thì phí bao nhiêu?,,inquiry,Hỏi về phí ship,light,satisfied,txt_part2
183,4,agent,Dạ với đơn dưới 1kg từ HCM ra Hà Nội phí 35k ạ. Đơn từ 499k trở lên giảm 50% phí ship liên tỉnh ạ.,,resolve,Hỏi về phí ship,light,satisfied,txt_part2
183,5,customer,"Ok rõ ràng, cảm ơn bạn giải thích chi tiết!",,positive_feedback,Hỏi về phí ship,light,satisfied,txt_part2
184,1,customer,"ảnh đăng sp đẹp lung linh mà hàng nhận dc xấu, sai màu sai chất liệu",,complaint,Sản phẩm không như mô tả,heavy,unsatisfied,txt_part2
184,2,agent,Dạ em rất xin lỗi ạ. Anh/chị gửi ảnh so sánh sản phẩm thật và ảnh trên web cho em nhé ạ.,,request_info,Sản phẩm không như mô tả,heavy,unsatisfied,txt_part2
184,3,customer,"đây, khác xa 100%",,provide_info,Sản phẩm không như mô tả,heavy,unsatisfied,txt_part2
184,4,agent,"Dạ em xem rồi ạ, chênh lệch quá lớn, đây là trách nhiệm của shop ạ. Em hoàn tiền 100% và anh/chị không cần trả lại hàng ạ.",,resolve,Sản phẩm không như mô tả,heavy,unsatisfied,txt_part2
184,5,customer,"ok hoàn tiền đi, mình k tin shop nữa r",,negative_feedback,Sản phẩm không như mô tả,heavy,unsatisfied,txt_part2
185,1,customer,"shop ơi mình muốn mua chung với nhóm bạn để dc giá tốt, có chương trình gì k",,inquiry,Mua hàng theo nhóm / Group buy,medium,satisfied,txt_part2
185,2,agent,"Dạ shop có chương trình Mua chung (Group Buy) ạ. Đủ 5 người cùng mua 1 sản phẩm sẽ giảm 20%, đủ 10 người giảm 30% ạ.",,resolve,Mua hàng theo nhóm / Group buy,medium,satisfied,txt_part2
185,3,customer,"hay đó, sao để tạo nhóm mua chung v shop",,inquiry,Mua hàng theo nhóm / Group buy,medium,satisfied,txt_part2
185,4,agent,"Dạ anh/chị vào sản phẩm muốn mua, bấm Tạo nhóm mua chung, chia sẻ link cho bạn bè ạ. Khi đủ 5 người bấm mua thì deal tự kích hoạt ạ.",,resolve,Mua hàng theo nhóm / Group buy,medium,satisfied,txt_part2
185,5,customer,"ok dễ quá, e share link cho bạn bè r",,positive_feedback,Mua hàng theo nhóm / Group buy,medium,satisfied,txt_part2
186,1,customer,"Mình mua đồ điện tử giá trị cao, shop có đóng gói chống sốc không?",,inquiry,Hỏi về cách đóng gói,light,satisfied,txt_part2
186,2,agent,"Dạ với đồ điện tử shop đóng gói 3 lớp ạ: bọc xốp mềm, hộp cứng có foam chống sốc, và thùng carton bên ngoài dán Fragile ạ. Đảm bảo an toàn khi vận chuyển ạ.",,resolve,Hỏi về cách đóng gói,light,satisfied,txt_part2
186,3,customer,Nghe yên tâm rồi. Shop có bảo hiểm hàng hóa không?,,inquiry,Hỏi về cách đóng gói,light,satisfied,txt_part2
186,4,agent,"Dạ đơn từ 1 triệu trở lên tự động có bảo hiểm hàng hóa, nếu hỏng do vận chuyển sẽ được đền 100% ạ.",,resolve,Hỏi về cách đóng gói,light,satisfied,txt_part2
186,5,customer,"Tuyệt, mình đặt hàng ngay. Cảm ơn!",,positive_feedback,Hỏi về cách đóng gói,light,satisfied,txt_part2
187,1,customer,"shop ơi e mua hàng tuần trước mà quên xin hóa đơn, giờ xin bổ sung dc k",,request_action,Yêu cầu hóa đơn,medium,neutral,txt_part2
187,2,agent,Dạ hóa đơn có thể xuất bổ sung trong vòng 30 ngày kể từ ngày mua ạ. Anh/chị cho em mã đơn và thông tin xuất hóa đơn nhé ạ.,,request_info,Yêu cầu hóa đơn,medium,neutral,txt_part2
187,3,customer,"DH20240587, xuất tên cá nhân, mã thuế k cần",,provide_info,Yêu cầu hóa đơn,medium,neutral,txt_part2
187,4,agent,Dạ em ghi nhận ạ. Hóa đơn sẽ gửi qua email trong 2 ngày làm việc ạ.,,confirm_resolve,Yêu cầu hóa đơn,medium,neutral,txt_part2
187,5,customer,ok tks shop,,acknowledge,Yêu cầu hóa đơn,medium,neutral,txt_part2
188,1,customer,Giá trên shop có phải đã bao gồm VAT chưa?,,inquiry,Kiểm tra giá sản phẩm,light,satisfied,txt_part2
188,2,agent,"Dạ tất cả giá hiển thị trên shop đã bao gồm VAT rồi ạ. Không phát sinh thêm thuế khi thanh toán, trừ hàng nhập khẩu đặc biệt ạ.",,resolve,Kiểm tra giá sản phẩm,light,satisfied,txt_part2
188,3,customer,Vậy giá 500k trên web là giá cuối cùng mình phải trả đúng không?,,inquiry,Kiểm tra giá sản phẩm,light,satisfied,txt_part2
188,4,agent,Dạ đúng rồi ạ. 500k + phí ship (nếu có) = tổng thanh toán ạ. Nếu freeship thì chỉ 500k thôi ạ.,,resolve,Kiểm tra giá sản phẩm,light,satisfied,txt_part2
188,5,customer,"Ok rõ ràng, cảm ơn bạn!",,positive_feedback,Kiểm tra giá sản phẩm,light,satisfied,txt_part2
189,1,customer,"shop ơi sản phẩm đang pre-order, bao giờ giao v",,inquiry,Mua hàng đặt trước (Pre-order),medium,neutral,txt_part2
189,2,agent,Dạ anh/chị cho em biết sản phẩm nào ạ? Mỗi sản phẩm pre-order có ngày giao dự kiến khác nhau ạ.,,request_info,Mua hàng đặt trước (Pre-order),medium,neutral,txt_part2
189,3,customer,son dưỡng môi limited edition bạn ơi,,provide_info,Mua hàng đặt trước (Pre-order),medium,neutral,txt_part2
189,4,agent,"Dạ son limited edition đợt này dự kiến giao ngày 25 tháng này ạ. Đặt cọc 50% khi pre-order, thanh toán phần còn lại khi nhận hàng ạ.",,resolve,Mua hàng đặt trước (Pre-order),medium,neutral,txt_part2
189,5,customer,"ok mình pre-order luôn, sợ hết",,request_action,Mua hàng đặt trước (Pre-order),medium,neutral,txt_part2
190,1,customer,"Mình muốn tới cửa hàng xem sản phẩm trực tiếp trước khi mua, có cần hẹn trước không?",,inquiry,Đặt lịch hẹn tại cửa hàng,light,satisfied,txt_part2
190,2,agent,Dạ anh/chị có thể ghé bất cứ lúc nào trong giờ mở cửa 9h-21h ạ. Nếu muốn tư vấn riêng thì đặt lịch hẹn để em sắp xếp nhân viên chuyên trách ạ.,,resolve,Đặt lịch hẹn tại cửa hàng,light,satisfied,txt_part2
190,3,customer,"Mình muốn hẹn chiều thứ 7, khoảng 3h chiều ở cửa hàng Q.1.",,request_action,Đặt lịch hẹn tại cửa hàng,light,satisfied,txt_part2
190,4,agent,Dạ em đặt lịch cho anh/chị 3h chiều thứ 7 tại cửa hàng 123 Nguyễn Huệ Q.1 ạ. Nhân viên Hương sẽ đón và tư vấn ạ.,,confirm_resolve,Đặt lịch hẹn tại cửa hàng,light,satisfied,txt_part2
190,5,customer,"Cảm ơn bạn rất nhiều, mình sẽ tới đúng giờ!",,positive_feedback,Đặt lịch hẹn tại cửa hàng,light,satisfied,txt_part2
191,1,customer,trả góp 0% thật k shop hay đến lúc phải đóng thêm phí,,inquiry,Hỏi về chính sách trả góp,heavy,satisfied,txt_part2
191,2,agent,"Dạ trả góp 0% nghĩa là anh/chị chỉ trả đúng giá sản phẩm chia đều các tháng, không phát sinh lãi hay phí ẩn ạ. Tuy nhiên nếu trả chậm có phí phạt từ ngân hàng ạ.",,resolve,Hỏi về chính sách trả góp,heavy,satisfied,txt_part2
191,3,customer,vậy tháng nào cũng phải trả đúng ngày à,,inquiry,Hỏi về chính sách trả góp,heavy,satisfied,txt_part2
191,4,agent,Dạ đúng rồi ạ. Ngân hàng sẽ trừ tự động từ thẻ vào ngày cố định mỗi tháng ạ. Nếu thẻ không đủ tiền sẽ bị tính phí trễ hạn ạ.,,resolve,Hỏi về chính sách trả góp,heavy,satisfied,txt_part2
191,5,customer,"oke hiểu r, e sẽ chuẩn bị tiền đầy đủ. Tks shop",,positive_feedback,Hỏi về chính sách trả góp,heavy,satisfied,txt_part2
192,1,customer,"shop ơi e hỏi 1 lúc 3 cái nha: 1 là ship ra đà nẵng phí bao nhiêu, 2 là mã SALE50 còn dùng dc k, 3 là khi nào có đợt sale tiếp",,inquiry,Khách hàng hỏi nhiều vấn đề cùng lúc,medium,satisfied,txt_part2
192,2,agent,"Dạ em trả lời từng câu nhé ạ. 1) Ship ra Đà Nẵng khoảng 30-40k tùy nặng nhẹ ạ. 2) Mã SALE50 còn hiệu lực đến hết ngày 30 tháng này ạ. 3) Đợt sale tiếp theo là ngày 15 tháng sau, giảm tới 50% toàn shop ạ.",,resolve,Khách hàng hỏi nhiều vấn đề cùng lúc,medium,satisfied,txt_part2
192,3,customer,"oke tks shop trả lời đủ, mình đặt hàng luôn dùng SALE50",,positive_feedback,Khách hàng hỏi nhiều vấn đề cùng lúc,medium,satisfied,txt_part2
193,1,customer,"Bạn cho mình hỏi ba lô này chất liệu gì, có chống nước không?",,inquiry,Hỏi về chất liệu sản phẩm,light,neutral,txt_part2
193,2,agent,"Dạ ba lô này chất liệu polyester 600D chống nước nhẹ ạ, chống mưa phùn tốt nhưng không chịu được mưa to lâu ạ. Nếu cần chống nước hoàn toàn thì có dòng waterproof giá cao hơn 100k ạ.",,resolve,Hỏi về chất liệu sản phẩm,light,neutral,txt_part2
193,3,customer,"Mình hay đi xe máy dưới mưa, cần chống nước tốt hơn.",,provide_info,Hỏi về chất liệu sản phẩm,light,neutral,txt_part2
193,4,agent,Dạ vậy em khuyên dòng waterproof 100% ạ. Có túi chống nước riêng bên trong cho laptop ạ. Giá 550k đang sale 480k ạ.,,resolve,Hỏi về chất liệu sản phẩm,light,neutral,txt_part2
193,5,customer,"Để mình xem mẫu đó trên web, cảm ơn bạn tư vấn.",,acknowledge,Hỏi về chất liệu sản phẩm,light,neutral,txt_part2
194,1,customer,"shop ơi e đặt hàng cách đây 3 tiếng mà trạng thái vẫn ""chờ xác nhận"", lâu v",,complaint,Thắc mắc về thời gian xử lý đơn,medium,satisfied,txt_part2
194,2,agent,Dạ thời gian xác nhận đơn thường từ 1-4 tiếng trong giờ hành chính ạ. Nếu đặt ngoài giờ (sau 6h tối) thì xác nhận vào sáng hôm sau ạ. Anh/chị đặt lúc mấy giờ ạ?,,request_info,Thắc mắc về thời gian xử lý đơn,medium,satisfied,txt_part2
194,3,customer,đặt lúc 2h chiều,,provide_info,Thắc mắc về thời gian xử lý đơn,medium,satisfied,txt_part2
194,4,agent,Dạ vậy là đang trong khung thời gian bình thường ạ. Đơn sẽ được xác nhận trước 6h chiều hôm nay ạ. Anh/chị yên tâm nhé ạ.,,resolve,Thắc mắc về thời gian xử lý đơn,medium,satisfied,txt_part2
194,5,customer,"ok mình chờ thêm, tks shop giải thích",,positive_feedback,Thắc mắc về thời gian xử lý đơn,medium,satisfied,txt_part2
195,1,customer,"Mình đặt 1 đơn nhưng muốn tách thành 2 để giao 2 địa chỉ khác nhau, được không?",,request_action,Yêu cầu tách đơn hàng,light,satisfied,txt_part2
195,2,agent,Dạ hệ thống không hỗ trợ tách đơn ạ. Tuy nhiên em có thể hủy đơn hiện tại và tạo 2 đơn mới cho anh/chị ạ.,,resolve,Yêu cầu tách đơn hàng,light,satisfied,txt_part2
195,3,customer,Vậy hủy đơn DH20240595 và tạo 2 đơn mới giúp mình nhé.,,request_action,Yêu cầu tách đơn hàng,light,satisfied,txt_part2
195,4,agent,Dạ em hủy đơn cũ rồi ạ. Anh/chị đặt 2 đơn mới với 2 địa chỉ khác nhau nhé ạ. Em ghi chú ưu tiên xử lý cả 2 ạ.,,confirm_resolve,Yêu cầu tách đơn hàng,light,satisfied,txt_part2
195,5,customer,"Ok, mình đặt lại ngay. Cảm ơn bạn!",,positive_feedback,Yêu cầu tách đơn hàng,light,satisfied,txt_part2
196,1,customer,"Xin chào, tôi là người Hàn Quốc sống ở Việt Nam. Tôi muốn mua hàng nhưng trang web không có tiếng Hàn, bạn giúp tôi được không?",,inquiry,Khách hàng nước ngoài hỏi tiếng Việt,light,satisfied,txt_part2
196,2,agent,"Dạ chào anh/chị ạ. Hiện tại shop chỉ có giao diện tiếng Việt ạ. Tuy nhiên anh/chị có thể dùng Google Translate trên trình duyệt để dịch trang web ạ. Hoặc nhắn tin trực tiếp cho em, em hỗ trợ tìm sản phẩm và đặt hàng giúp ạ.",,resolve,Khách hàng nước ngoài hỏi tiếng Việt,light,satisfied,txt_part2
196,3,customer,"Cảm ơn bạn, bạn giúp tôi đặt một đôi giày chạy bộ size 42 được không?",,request_action,Khách hàng nước ngoài hỏi tiếng Việt,light,satisfied,txt_part2
196,4,agent,Dạ được ạ. Em gợi ý Nike Revolution 6 hoặc Adidas Duramo 10 ạ. Em gửi ảnh và giá để anh/chị chọn nhé ạ.,,resolve,Khách hàng nước ngoài hỏi tiếng Việt,light,satisfied,txt_part2
196,5,customer,"Nike Revolution 6 đẹp quá, tôi lấy cái này. Cảm ơn bạn rất nhiều!",,positive_feedback,Khách hàng nước ngoài hỏi tiếng Việt,light,satisfied,txt_part2
197,1,customer,"shop ơi cho hỏi thông tin cá nhân của mình trên app có an toàn k, e lo lộ data",,inquiry,Thắc mắc về bảo mật dữ liệu,medium,satisfied,txt_part2
197,2,agent,"Dạ shop cam kết bảo mật thông tin khách hàng theo tiêu chuẩn quốc tế ạ. Dữ liệu được mã hóa SSL 256-bit, không chia sẻ cho bên thứ 3 ạ. Anh/chị nên bật xác thực 2 bước để bảo mật hơn ạ.",,resolve,Thắc mắc về bảo mật dữ liệu,medium,satisfied,txt_part2
197,3,customer,"ok mình bật 2fa luôn, tks shop cho biết",,positive_feedback,Thắc mắc về bảo mật dữ liệu,medium,satisfied,txt_part2
198,1,customer,"Mình thấy có sản phẩm ghi ""Like new 99%"", vậy là hàng cũ đã qua sử dụng à?",,inquiry,Hỏi về hàng refurbished,light,neutral,txt_part2
198,2,agent,"Dạ hàng ""Like new 99%"" là sản phẩm đã qua sử dụng rất ít hoặc chỉ khui hộp kiểm tra, được kiểm tra chất lượng kỹ trước khi bán ạ. Giá rẻ hơn hàng mới 20-30% ạ.",,resolve,Hỏi về hàng refurbished,light,neutral,txt_part2
198,3,customer,Vậy có bảo hành như hàng mới không?,,inquiry,Hỏi về hàng refurbished,light,neutral,txt_part2
198,4,agent,"Dạ hàng Like new bảo hành 6 tháng tại shop, thấp hơn hàng mới (12 tháng) ạ. Đổi trả trong 7 ngày nếu có lỗi ạ.",,resolve,Hỏi về hàng refurbished,light,neutral,txt_part2
198,5,customer,"Hiểu rồi, mình cân nhắc thêm. Cảm ơn bạn.",,acknowledge,Hỏi về hàng refurbished,light,neutral,txt_part2
199,1,customer,"shop ơi e mua ở đây mấy năm r lúc nào dịch vụ cũng tốt, tks shop nhiều",,positive_feedback,Phản hồi tích cực tổng thể,medium,satisfied,txt_part2
199,2,agent,Dạ cảm ơn anh/chị đã đồng hành cùng shop suốt mấy năm qua ạ. Đây là nguồn động lực lớn để shop cải thiện mỗi ngày ạ. Em tặng anh/chị voucher VIP200 giảm 200k cho đơn tiếp theo ạ.,,resolve,Phản hồi tích cực tổng thể,medium,satisfied,txt_part2
199,3,customer,"ơ xịn v, 200k cơ à, tks shop quá",,positive_feedback,Phản hồi tích cực tổng thể,medium,satisfied,txt_part2
199,4,agent,Dạ đây là ưu đãi dành riêng cho khách hàng trung thành ạ. Chúc anh/chị mua sắm vui vẻ ạ!,,resolve,Phản hồi tích cực tổng thể,medium,satisfied,txt_part2
200,1,customer,"shop ơi đơn DH999 nhận hàng r nhưng thiếu 1 sp, sp còn lại bị lỗi, mình muốn đổi cái lỗi và giao bù cái thiếu",,complaint,Tổng hợp - Tình huống phức tạp,medium,satisfied,txt_part2
200,2,agent,Dạ em xin lỗi vì cả 2 vấn đề ạ. Anh/chị gửi ảnh sp bị lỗi và cho biết sp nào bị thiếu nhé ạ.,,request_info,Tổng hợp - Tình huống phức tạp,medium,satisfied,txt_part2
200,3,customer,"sp lỗi là tai nghe bên trái mất tiếng, sp thiếu là ốp lưng đen",,provide_info,Tổng hợp - Tình huống phức tạp,medium,satisfied,txt_part2
200,4,agent,"Dạ em ghi nhận cả 2 ạ. Em gửi tai nghe mới thay thế và ốp lưng đen bổ sung trong 1 kiện hàng, dự kiến 2 ngày ạ. Anh/chị không cần trả tai nghe cũ ạ.",,resolve,Tổng hợp - Tình huống phức tạp,medium,satisfied,txt_part2
200,5,customer,"ok xử lý gọn gàng quá, 5 sao cho shop luôn",,positive_feedback,Tổng hợp - Tình huống phức tạp,medium,satisfied,txt_part2
200,6,agent,Dạ cảm ơn anh/chị rất nhiều ạ. Shop luôn cố gắng hỗ trợ tốt nhất ạ!,,resolve,Tổng hợp - Tình huống phức tạp,medium,satisfied,txt_part2
201,1,customer,"shop ơi mua hoa tặng vợ ngày 8/3 mà hôm nay 9/3 r chưa giao, hết ý nghĩa r",,complaint,Khiếu nại giao hàng chậm,medium,unsatisfied,txt_part3
201,2,agent,Dạ em vô cùng xin lỗi ạ. Đây là lỗi nghiêm trọng vì hàng có yếu tố thời gian ạ. Anh cho em mã đơn để xử lý ngay ạ.,,request_info,Khiếu nại giao hàng chậm,medium,unsatisfied,txt_part3
201,3,customer,"DH20240309, giờ giao thì cũng hết ý nghĩa r",,provide_info,Khiếu nại giao hàng chậm,medium,unsatisfied,txt_part3
201,4,agent,Dạ em hoàn tiền 100% và tặng thêm voucher 200k cho anh ạ. Em thật sự rất xin lỗi vì làm hỏng dịp đặc biệt của anh ạ.,,apologize,Khiếu nại giao hàng chậm,medium,unsatisfied,txt_part3
201,5,customer,"tiền thì hoàn dc nhưng dịp thì k lấy lại dc, buồn quá",,negative_feedback,Khiếu nại giao hàng chậm,medium,unsatisfied,txt_part3
202,1,customer,"Mình đặt thức ăn cho thú cưng nhưng giao chậm quá, chó mình sắp hết đồ ăn rồi.",,complaint,Khiếu nại giao hàng chậm,light,satisfied,txt_part3
202,2,agent,Dạ em hiểu tình huống cấp bách của anh/chị ạ. Cho em mã đơn em ưu tiên xử lý ngay ạ.,,request_info,Khiếu nại giao hàng chậm,light,satisfied,txt_part3
202,3,customer,"DH20240602, nhờ bạn xử lý gấp giúp mình.",,provide_info,Khiếu nại giao hàng chậm,light,satisfied,txt_part3
202,4,agent,Dạ em đã chuyển đơn sang giao hỏa tốc không tính thêm phí ạ. Shipper sẽ giao trước 5h chiều nay ạ.,,resolve,Khiếu nại giao hàng chậm,light,satisfied,txt_part3
202,5,customer,"Cảm ơn bạn cứu mình kịp, bé cún mình sắp hết đồ ăn rồi!",,positive_feedback,Khiếu nại giao hàng chậm,light,satisfied,txt_part3
203,1,customer,"shipper giao sai giờ hẹn, nói 9h sáng mà 2h chiều ms tới",,complaint,Khiếu nại giao hàng chậm,heavy,neutral,txt_part3
203,2,agent,Dạ em xin lỗi vì shipper giao không đúng giờ cam kết ạ. Em đã ghi nhận phản hồi và nhắc nhở đơn vị vận chuyển ạ.,,apologize,Khiếu nại giao hàng chậm,heavy,neutral,txt_part3
203,3,customer,"mình nghỉ làm ở nhà chờ cả buổi sáng, phí thời gian",,negative_feedback,Khiếu nại giao hàng chậm,heavy,neutral,txt_part3
203,4,agent,Dạ em hiểu và rất tiếc ạ. Em bồi thường voucher 50k vì sự bất tiện này ạ. Lần sau anh/chị yêu cầu shipper gọi trước 30 phút để chủ động hơn ạ.,,resolve,Khiếu nại giao hàng chậm,heavy,neutral,txt_part3
203,5,customer,"ok ghi nhận, lần sau nhé",,acknowledge,Khiếu nại giao hàng chậm,heavy,neutral,txt_part3
204,1,customer,"Đơn hàng mình đặt 2 tuần rồi, trạng thái vẫn ""chờ lấy hàng"", shop có còn bán không?",,complaint,Khiếu nại giao hàng chậm,light,satisfied,txt_part3
204,2,agent,"Dạ 2 tuần là quá lâu rồi ạ. Anh/chị cho em mã đơn, em kiểm tra và xử lý triệt để ạ.",,request_info,Khiếu nại giao hàng chậm,light,satisfied,txt_part3
204,3,customer,DH20240604 bạn ơi.,,provide_info,Khiếu nại giao hàng chậm,light,satisfied,txt_part3
204,4,agent,"Dạ em kiểm tra rồi ạ. Sản phẩm này đã hết hàng tại kho nhưng hệ thống không cập nhật ạ. Em hủy đơn, hoàn tiền ngay và tặng voucher 100k xin lỗi anh/chị ạ.",,resolve,Khiếu nại giao hàng chậm,light,satisfied,txt_part3
204,5,customer,"Ít nhất shop cũng nhận ra và xử lý, cảm ơn bạn.",,positive_feedback,Khiếu nại giao hàng chậm,light,satisfied,txt_part3
205,1,customer,"shop ơi e ở chung cư nhưng shipper k biết lên tầng, gọi xuống sảnh lấy, e đang ốm k xuống dc",,complaint,Khiếu nại giao hàng chậm,medium,satisfied,txt_part3
205,2,agent,Dạ em rất xin lỗi ạ. Shipper có nghĩa vụ giao tận cửa nhà ạ. Anh/chị ở tầng mấy phòng mấy để em nhắn shipper giao lên ạ?,,request_info,Khiếu nại giao hàng chậm,medium,satisfied,txt_part3
205,3,customer,tầng 12 phòng 1205 bạn ơi,,provide_info,Khiếu nại giao hàng chậm,medium,satisfied,txt_part3
205,4,agent,Dạ em đã nhắn shipper giao tận phòng 1205 tầng 12 ạ. Shipper sẽ gọi trước khi lên ạ. Chúc anh/chị mau khỏe ạ.,,resolve,Khiếu nại giao hàng chậm,medium,satisfied,txt_part3
205,5,customer,"tks shop, dc vậy r",,positive_feedback,Khiếu nại giao hàng chậm,medium,satisfied,txt_part3
206,1,customer,"giao hàng mà k gọi cứ ấn nút ""đã giao"" rồi để trước cửa, ai lấy mất thì sao",,complaint,Khiếu nại giao hàng chậm,heavy,unsatisfied,txt_part3
206,2,agent,Dạ đây là hành vi vi phạm quy trình giao hàng ạ. Em xin lỗi ạ. Anh/chị kiểm tra xem hàng còn trước cửa không ạ?,,request_info,Khiếu nại giao hàng chậm,heavy,unsatisfied,txt_part3
206,3,customer,"còn may, nhưng lần sau k ai ở nhà thì mất hàng",,negative_feedback,Khiếu nại giao hàng chậm,heavy,unsatisfied,txt_part3
206,4,agent,Dạ em ghi nhận và báo cáo shipper này cho đơn vị vận chuyển xử lý kỷ luật ạ. Em tặng voucher 30k xin lỗi anh/chị ạ.,,escalate,Khiếu nại giao hàng chậm,heavy,unsatisfied,txt_part3
206,5,customer,ok nhưng cải thiện đi shop,,acknowledge,Khiếu nại giao hàng chậm,heavy,unsatisfied,txt_part3
207,1,customer,"Mình mua son nhưng bôi thử thấy dị ứng, môi bị sưng, muốn hoàn tiền.",,request_action,Yêu cầu hoàn tiền,light,satisfied,txt_part3
207,2,agent,Dạ em rất lo cho sức khỏe anh/chị ạ. Trước tiên anh/chị nên ngừng sử dụng và rửa sạch vùng bị dị ứng ạ. Em hoàn tiền ngay ạ.,,resolve,Yêu cầu hoàn tiền,light,satisfied,txt_part3
207,3,customer,"Mình đã rửa sạch rồi, chắc do thành phần không hợp da mình.",,provide_info,Yêu cầu hoàn tiền,light,satisfied,txt_part3
207,4,agent,Dạ em hoàn tiền 100% trong 3 ngày ạ. Anh/chị nếu bị nặng hơn nên đi khám da liễu ạ. Em rất xin lỗi về trải nghiệm này ạ.,,confirm_resolve,Yêu cầu hoàn tiền,light,satisfied,txt_part3
207,5,customer,"Cảm ơn bạn quan tâm, mình ổn rồi!",,positive_feedback,Yêu cầu hoàn tiền,light,satisfied,txt_part3
208,1,customer,"shop ơi e thanh toán 2 lần do mạng lag, kiểm tra giúm vs",,complaint,Yêu cầu hoàn tiền,medium,neutral,txt_part3
208,2,agent,Dạ anh/chị cho em mã đơn và chụp sao kê ngân hàng gửi em nhé ạ.,,request_info,Yêu cầu hoàn tiền,medium,neutral,txt_part3
208,3,customer,"DH20240608, đây sao kê bị trừ 2 lần 350k",,provide_info,Yêu cầu hoàn tiền,medium,neutral,txt_part3
208,4,agent,Dạ em xác nhận trùng giao dịch rồi ạ. Em hoàn lại 350k trong 1-3 ngày ạ.,,resolve,Yêu cầu hoàn tiền,medium,neutral,txt_part3
208,5,customer,"ok mình chờ, tks shop kiểm tra",,acknowledge,Yêu cầu hoàn tiền,medium,neutral,txt_part3
209,1,customer,"đặt hàng 10ng r k giao, đòi hoàn tiền mà shop cứ hứa hẹn",,complaint,Yêu cầu hoàn tiền,heavy,unsatisfied,txt_part3
209,2,agent,Dạ em rất xin lỗi ạ. Anh/chị cho em mã đơn để em xử lý hoàn tiền ngay lập tức ạ.,,request_info,Yêu cầu hoàn tiền,heavy,unsatisfied,txt_part3
209,3,customer,"DH20240609, lần thứ 3 e hỏi r đó",,provide_info,Yêu cầu hoàn tiền,heavy,unsatisfied,txt_part3
209,4,agent,"Dạ em kiểm tra thấy đơn vẫn chưa xử lý do nhà cung cấp hết hàng ạ. Em hủy đơn và hoàn tiền về ví trong 30 phút ạ, không phải 3-5 ngày như thường ạ.",,resolve,Yêu cầu hoàn tiền,heavy,unsatisfied,txt_part3
209,5,customer,"30 phút nha, e đếm từng phút đó",,negative_feedback,Yêu cầu hoàn tiền,heavy,unsatisfied,txt_part3
209,6,agent,Dạ em đã hoàn tiền rồi ạ. Anh/chị kiểm tra ví điện tử nhé ạ. Em thành thật xin lỗi ạ.,,confirm_resolve,Yêu cầu hoàn tiền,heavy,unsatisfied,txt_part3
210,1,customer,"Mình mua 2 cái nhưng chỉ muốn hoàn 1, giữ 1 cái kia được không?",,request_action,Yêu cầu hoàn tiền,light,satisfied,txt_part3
210,2,agent,Dạ được ạ. Anh/chị cho em biết muốn hoàn sản phẩm nào trong đơn ạ.,,request_info,Yêu cầu hoàn tiền,light,satisfied,txt_part3
210,3,customer,"Mã đơn DH20240610, mình muốn hoàn cái áo xanh, giữ cái quần.",,provide_info,Yêu cầu hoàn tiền,light,satisfied,txt_part3
210,4,agent,"Dạ em tạo yêu cầu hoàn 1 phần ạ. Anh/chị gửi áo xanh về kho, em hoàn tiền phần áo (250k) trong 3-5 ngày ạ.",,resolve,Yêu cầu hoàn tiền,light,satisfied,txt_part3
210,5,customer,"Được, mình gửi ngay. Cảm ơn bạn!",,positive_feedback,Yêu cầu hoàn tiền,light,satisfied,txt_part3
211,1,customer,shop ơi hoàn tiền qua ví điện tử có chuyển sang ngân hàng dc k,,inquiry,Yêu cầu hoàn tiền,medium,neutral,txt_part3
